usage_count,destination_ip,hostname,timestamp,hop,hop_ip,rtt_ms,bandwidth_mbps
2,142.250.194.110,google.com,2025-04-15 14:45:34,1,172.29.144.1,0.765333,2115.555556
2,142.250.194.110,google.com,2025-04-15 14:45:34,2,10.7.0.2,8.439667,1688.888889
2,142.250.194.110,google.com,2025-04-15 14:45:34,3,10.1.0.3,3.241333,1277.770444
2,142.250.194.110,google.com,2025-04-15 14:45:34,4,172.16.4.4,3.483000,1132.017167
2,142.250.194.110,google.com,2025-04-15 14:45:34,5,14.139.98.1,4.986333,1443.771044
2,142.250.194.110,google.com,2025-04-15 14:45:34,6,10.117.81.253,3.510000,1716.923077
2,142.250.194.110,google.com,2025-04-15 14:45:34,7,10.154.8.137,16.112000,1388.888889
2,142.250.194.110,google.com,2025-04-15 14:45:34,8,10.255.239.170,15.874667,1056.272966
2,142.250.194.110,google.com,2025-04-15 14:45:34,9,10.152.7.214,14.837667,1505.185185
2,142.250.194.110,google.com,2025-04-15 14:45:34,10,72.14.204.62,15.823000,1154.700855
2,142.250.194.110,google.com,2025-04-15 14:45:34,11,72.14.239.103,16.704500,923.571750
2,142.250.194.110,google.com,2025-04-15 14:45:34,12,192.178.110.110,697.431667,850.821296
2,142.250.194.110,google.com,2025-04-15 14:45:34,13,192.178.251.217,37.863000,1018.181818
2,142.250.194.110,google.com,2025-04-15 14:45:34,14,142.250.63.116,40.071000,917.029115
2,142.250.194.110,google.com,2025-04-15 14:45:34,15,216.239.62.181,42.880500,6.693987
2,142.250.194.110,google.com,2025-04-15 14:45:34,16,142.251.52.225,38.267500,471.517360
2,142.250.194.110,google.com,2025-04-15 14:45:34,17,142.250.194.110,39.280000,N/A
3,142.250.194.110,google.com,2025-04-15 16:50:32,1,172.29.144.1,0.541333,1928.888889
3,142.250.194.110,google.com,2025-04-15 16:50:32,2,10.7.0.2,9.204667,1334.814815
3,142.250.194.110,google.com,2025-04-15 16:50:32,3,10.1.0.3,3.496000,1419.145299
3,142.250.194.110,google.com,2025-04-15 16:50:32,4,172.16.4.4,4.318333,1866.666667
3,142.250.194.110,google.com,2025-04-15 16:50:32,5,14.139.98.1,5.979333,1551.851852
3,142.250.194.110,google.com,2025-04-15 16:50:32,6,10.117.81.253,3.595667,1920.000000
3,142.250.194.110,google.com,2025-04-15 16:50:32,7,10.154.8.137,14.797667,1733.333333
3,142.250.194.110,google.com,2025-04-15 16:50:32,8,10.255.239.170,16.116333,1562.962963
3,142.250.194.110,google.com,2025-04-15 16:50:32,9,10.152.7.214,19.066000,1520.000000
3,142.250.194.110,google.com,2025-04-15 16:50:32,10,72.14.204.62,15.333000,1205.185185
3,142.250.194.110,google.com,2025-04-15 16:50:32,11,72.14.239.103,16.351000,1257.037037
3,142.250.194.110,google.com,2025-04-15 16:50:32,12,192.178.110.110,15.441667,1291.737892
3,142.250.194.110,google.com,2025-04-15 16:50:32,13,192.178.251.217,37.031333,1360.740741
3,142.250.194.110,google.com,2025-04-15 16:50:32,14,142.250.63.116,37.138000,986.680378
3,142.250.194.110,google.com,2025-04-15 16:50:32,15,216.239.62.181,36.850000,852.824229
3,142.250.194.110,google.com,2025-04-15 16:50:32,16,142.251.52.225,37.509333,1249.629630
3,142.250.194.110,google.com,2025-04-15 16:50:32,17,142.250.194.110,36.849000,N/A
5,142.250.193.78,google.com,2025-04-15 22:15:48,1,172.29.144.1,0.168333,7466.666667
5,142.250.193.78,google.com,2025-04-15 22:15:48,2,10.7.0.2,7.585667,3422.222222
5,142.250.193.78,google.com,2025-04-15 22:15:48,3,10.1.0.3,3.440667,3425.094017
5,142.250.193.78,google.com,2025-04-15 22:15:48,4,172.16.4.4,4.297000,3733.333333
5,142.250.193.78,google.com,2025-04-15 22:15:48,5,14.139.98.1,12.369000,4044.444444
5,142.250.193.78,google.com,2025-04-15 22:15:48,6,10.117.81.253,2.823667,2802.178141
5,142.250.193.78,google.com,2025-04-15 22:15:48,7,10.154.8.137,15.738667,3422.222222
5,142.250.193.78,google.com,2025-04-15 22:15:48,8,10.255.239.170,17.386333,3173.333333
5,142.250.193.78,google.com,2025-04-15 22:15:48,9,10.152.7.214,13.558333,3577.777778
5,142.250.193.78,google.com,2025-04-15 22:15:48,10,142.250.172.80,18.729667,3733.333333
5,142.250.193.78,google.com,2025-04-15 22:15:48,11,142.251.76.23,41.061000,2867.861699
5,142.250.193.78,google.com,2025-04-15 22:15:48,12,142.250.226.66,19.689000,2817.777778
5,142.250.193.78,google.com,2025-04-15 22:15:48,13,108.170.232.203,39.548667,2120.000000
5,142.250.193.78,google.com,2025-04-15 22:15:48,14,209.85.241.161,38.047000,2800.000000
5,142.250.193.78,google.com,2025-04-15 22:15:48,15,192.178.252.112,38.978667,2613.333333
5,142.250.193.78,google.com,2025-04-15 22:15:48,16,192.178.82.237,39.782667,2768.888889
5,142.250.193.78,google.com,2025-04-15 22:15:48,17,142.251.54.85,38.206667,2862.222222
5,142.250.193.78,google.com,2025-04-15 22:15:48,18,142.250.193.78,39.927667,N/A
6,142.250.206.142,google.com,2025-04-15 23:18:56,1,172.29.144.1,0.565667,1991.111111
6,142.250.206.142,google.com,2025-04-15 23:18:56,2,10.7.0.2,9.280333,850.189325
6,142.250.206.142,google.com,2025-04-15 23:18:56,3,10.1.0.3,3.087667,1577.777778
6,142.250.206.142,google.com,2025-04-15 23:18:56,4,172.16.4.4,3.918667,2053.333333
6,142.250.206.142,google.com,2025-04-15 23:18:56,5,14.139.98.1,9.383667,1428.774929
6,142.250.206.142,google.com,2025-04-15 23:18:56,6,10.117.81.253,5.184000,1946.666667
6,142.250.206.142,google.com,2025-04-15 23:18:56,7,10.154.8.137,14.681333,1358.585859
6,142.250.206.142,google.com,2025-04-15 23:18:56,8,10.255.239.170,15.993333,1098.791423
6,142.250.206.142,google.com,2025-04-15 23:18:56,9,10.152.7.214,14.210000,1270.370370
6,142.250.206.142,google.com,2025-04-15 23:18:56,10,72.14.204.62,19.860333,766.927605
6,142.250.206.142,google.com,2025-04-15 23:18:56,11,142.251.76.27,23.837333,1374.074074
6,142.250.206.142,google.com,2025-04-15 23:18:56,12,142.250.226.66,144.325000,1374.074074
6,142.250.206.142,google.com,2025-04-15 23:18:56,13,172.253.68.120,16.461333,1348.148148
6,142.250.206.142,google.com,2025-04-15 23:18:56,14,172.253.51.137,36.221333,1111.737892
6,142.250.206.142,google.com,2025-04-15 23:18:56,15,142.250.63.53,36.690333,1351.178451
6,142.250.206.142,google.com,2025-04-15 23:18:56,16,142.251.76.197,41.981333,1280.134680
6,142.250.206.142,google.com,2025-04-15 23:18:56,17,142.250.206.142,39.655000,N/A
8,142.250.199.174,google.com,2025-04-15 23:33:09,1,172.29.144.1,0.501667,1991.111111
8,142.250.199.174,google.com,2025-04-15 23:33:09,2,10.7.0.2,7.867667,1608.888889
8,142.250.199.174,google.com,2025-04-15 23:33:09,3,10.1.0.3,3.286667,1254.701725
8,142.250.199.174,google.com,2025-04-15 23:33:09,4,172.16.4.4,3.430000,2240.000000
8,142.250.199.174,google.com,2025-04-15 23:33:09,5,14.139.98.1,6.435667,1544.444444
8,142.250.199.174,google.com,2025-04-15 23:33:09,6,10.117.81.253,2.909000,1644.444444
8,142.250.199.174,google.com,2025-04-15 23:33:09,7,10.154.8.137,15.036000,1542.222222
8,142.250.199.174,google.com,2025-04-15 23:33:09,8,10.255.239.170,19.056333,1394.074074
8,142.250.199.174,google.com,2025-04-15 23:33:09,9,10.152.7.214,15.441667,1286.726998
8,142.250.199.174,google.com,2025-04-15 23:33:09,10,72.14.204.62,14.475333,1471.851852
8,142.250.199.174,google.com,2025-04-15 23:33:09,11,142.251.76.27,15.847000,1511.919192
8,142.250.199.174,google.com,2025-04-15 23:33:09,12,209.85.240.55,14.680000,1275.555556
8,142.250.199.174,google.com,2025-04-15 23:33:09,13,142.250.199.174,14.758667,N/A
1,192.0.66.20,harvard.edu,2025-04-15 23:35:57,1,172.29.144.1,0.731000,1788.888889
1,192.0.66.20,harvard.edu,2025-04-15 23:35:57,2,10.7.0.2,8.372667,1728.888889
