usage_count,destination_ip,hostname,timestamp,hop,hop_ip,rtt_ms,bandwidth_mbps
4,142.250.199.142,google.com,2025-04-15 16:53:23,1,172.29.144.1,0.858000,3733.333333
4,142.250.199.142,google.com,2025-04-15 16:53:23,2,10.7.0.2,7.090667,2257.777778
4,142.250.199.142,google.com,2025-04-15 16:53:23,3,10.1.0.3,3.684333,3111.111111
4,142.250.199.142,google.com,2025-04-15 16:53:23,4,172.16.4.4,7.715333,2986.666667
4,142.250.199.142,google.com,2025-04-15 16:53:23,5,14.139.98.1,12.369333,2333.333333
4,142.250.199.142,google.com,2025-04-15 16:53:23,6,10.117.81.253,5.011000,2488.888889
4,142.250.199.142,google.com,2025-04-15 16:53:23,7,10.154.8.137,16.501000,1675.441595
4,142.250.199.142,google.com,2025-04-15 16:53:23,8,10.255.239.170,16.470333,1913.333333
4,142.250.199.142,google.com,2025-04-15 16:53:23,9,10.152.7.214,16.018667,1991.111111
4,142.250.199.142,google.com,2025-04-15 16:53:23,10,72.14.204.62,17.897000,1762.962963
4,142.250.199.142,google.com,2025-04-15 16:53:23,12,142.250.60.134,20.018333,2122.222222
4,142.250.199.142,google.com,2025-04-15 16:53:23,13,192.178.110.110,17.400333,1566.666667
4,142.250.199.142,google.com,2025-04-15 16:53:23,14,142.250.226.135,79.943000,1966.666667
4,142.250.199.142,google.com,2025-04-15 16:53:23,15,142.251.77.101,17.418000,2208.888889
